,0,1
1779,میگم سحرقریشی انصافا تو چرا به هیچ مردی نه نمیگیخداشاهد من حرصم میگیره که رو در رو ندیدمت بهت درخواست بدم که به منم نه نمیگفتی از این حال هوا درت میاوردم این همه راه نری رنگی بشی,"""تنفر"""
1780,روزی نشد از خواب بیدار شیم اون روز روز زن نباشه,"""تنفر"""
1781,تتلو دلش ک دل نیست دلستره واسه همه کف میکنهبا اون قیافه‌اش,"""تنفر"""
1782,در جمهوری اسلامی هر چقدر نفهم‌تر پستهای بالاتر,"""تنفر"""
1783,خواهشن توام مثل دنیا واسه سلطان بساک ببینیم,"""تنفر"""
1784,باید مینوشتی قربونش برم انقد ورجه وورجه کرد آخر خابش برد,"""غیرتنفر"""
1785,به به حاج خانم تتلو,"""غیرتنفر"""
1786,نمیدونم چرا انقدر اصرار داری خودتو بدتیپ و بدشکل جلوه بدی,"""تنفر"""
1787,سحر حیف شد تو مال من بودی ولی بهم خیانت کردی رفتی با تتلو,"""غیرتنفر"""
1788,حیف این مردم که گیر یه مشت کلاه به سرای دلقک افتادن از یه طرفم کاسه لیس هایی انگلیسی و امریکایی و مثل شما,"""تنفر"""
1789,انگار خماره شکلش هم عوض شده,"""تنفر"""
1790,همش براش شایعه درست میکنن طارمی تتلو بس کنید,"""غیرتنفر"""
1791,خاج خانم زیادی چسپیدی نوید تو دلش میگه من واسش امباپه بودم ولی اون هازارد دوست داشت,"""غیرتنفر"""
1792,خدا شاهد کار نداریم ولی یه کم به خودت بیااگه هم خواستی با منم بیاخیلیم پسرخوبیم این جماعت هم همه شاهدن,"""غیرتنفر"""
1793,چقدر دنیا رو قشنگ میکنین,"""غیرتنفر"""
1794,کیا اومدن کامنت بخونن دستا بالا,"""غیرتنفر"""
1795,سلام سحر خانووم به امیر تتلو بگو سیگار ترک کنه,"""تنفر"""
1796,خو چی شد الان داری ب دوربین نگامیکنی آهنگ گوش میدی ک چی بشه,"""تنفر"""
1797,واسه جنگ کشورت خودت و هلاک کردی انقدر استوری گذاشتی ولی واسه اکراین ی استوری هم نزاشتی متاسفانه شما فقط برای کشورت دهنت باز بود,"""تنفر"""
1798,تتلو هم مخواهد عین مرداد جم که دنیا حامله کرد مخواهد سحر قریشی حامله کنه ولش کنه,"""تنفر"""
1799,ایشالاه پیر شین به پایه هم ولی فک نکنم,"""غیرتنفر"""
1800,مبارک تتل جان و تتلیتای عزیز,"""غیرتنفر"""
1801,همشون این دوره از مخ راحتن,"""تنفر"""
1802,روز جهانی زن شاد باد,"""غیرتنفر"""
1803,اینا زیپهاشون هیچوقت بسته نمیشه عادت دارن باز باشه اصلا چهل ساله زیپ هاشون خرابه همینطور باز مونده,"""تنفر"""
1804,عزیزم مبارکت باشه مواظب آبروت باش فقط,"""غیرتنفر"""
1805,ببینم چه جوری به تتلو کص میدی قشنگ قمبل کنه سوراخی بزنه برات,"""تنفر"""
1806,حیفه شد رفتی پیش تتلو,"""تنفر"""
1807,که تتلو قلبتو دزدیده حاج خانم قریشی,"""غیرتنفر"""
1808,سینا بخدا این عکسو  بار شر کردی تا حالا,"""تنفر"""
1809,کاش معشوقه ز عاشق طلب جان میکرد تا که هر بی سرو پایی نشود یارکسی,"""غیرتنفر"""
1810,همه انسانها دوستدارن زیبا باشن شما ام میتونید زیبایی خودتونو چند برابر کنید,"""غیرتنفر"""
1811,اینا از کجاه میان وارده ایران میشنکجاه درس خواندنآیا سواد کافی هم دارن شاید دانشگاه صادوق درس خواندن,"""تنفر"""
1812,سحر خداییش مال تتلو چن سانته,"""تنفر"""
1813,منی که معلمم غلط اضافه میکنم که بخوام ادعا یا مطالبهای داشته باشم و لی توویی که آخوندی و روضه میخونی تازه سفر علمی هم نیخوای بری حالا واسه چه علمی حتما فرزندآوری و صیغه کردن و به راه راست هدایت کردن زنان اجانب,"""تنفر"""
1814,جفتتون کنار هم قشنگین اخه,"""غیرتنفر"""
1815,چن وقت پیش نگا کردم میلیونو هزار فالور داشتی الان شده میلیون لامصب چقد ریزش داره تو ک پولداری فالور خوب میزدی کم ریزش,"""تنفر"""
1816,توفوتبالیست‌ها فقط با استاد اسدی و دین محمدی نبودی‌ها,"""تنفر"""
1817,بالا رفتن فالوورات رو با دادنت به تتلو و افراد اینده تبریک میگم,"""تنفر"""
1818,نفر بعد شاید تو باشی,"""تنفر"""
1819,گربه کوچولوی ناز خونهرو جذاب‌تر می‌کنه,"""غیرتنفر"""
1820,بچه‌ها من دارم ازدواج میکنم فقط بی زحمت سر راهتون یه داماد پیدا کنید بیارید,"""غیرتنفر"""
1821,از اولم تو همه نقشا نقشه شوهر دزدا یا خرابارو داشتی متاسفانه دیگه کارگردان میدونه کیو واسه چه نقشی باید برداره,"""تنفر"""
1822,دختر چرا از زمانی که رفتی ترکیه همش پای منقلی امین فردین پیج سوراخ کرد اینقد ازت استوری گذاشت,"""تنفر"""
1823,عاشقتم ک کسیو از قلم نمیندازی,"""تنفر"""
1824,راستی میگن با تتلو رل زدی این برام سوال شود همه میگن سحر قریشی رل تتلو هستش میخوام از تو بپرسم واقعیت داره,"""غیرتنفر"""
1825,ریدم ت دنیایی ک ملکه ش تو باشی پادشاهش تتلو,"""تنفر"""
1826,نکن اینکار رو خانم قریشی خودت رو نبر زیر سوال,"""غیرتنفر"""
1827,ناخن هاتو کوتاه کن نوید جان بهداشت فردی چیشدپس,"""تنفر"""
1828,واقعا تو حیف نبودی خودتو با تتلو خراب کردی,"""تنفر"""
1829,ففط مونده ب جنتی بدی دلاور,"""تنفر"""
1830,قیافت نمیخوره ایقد گشاد باشی,"""تنفر"""
1831,تتلو چه گوشتی میزنه سر سیخ,"""تنفر"""
1832,ای ننه گربه رو نگا وای,"""غیرتنفر"""
1833,تو پیشی منی و میو,"""غیرتنفر"""
1834,سلام صبح بخیر کرکره کامنتو میدم بالا,"""غیرتنفر"""
1835,کنار هم خوش باشید نوید و فرشته عزیز,"""غیرتنفر"""
1836,مثلا تو سفر علمی چه غلطی بکنی چقدر سواد داری که ادعا سفر علمی میکنیبری مفتخوری وزن بازی فقط آشغالا,"""تنفر"""
1837,در کشوری که امام‌های مرده ثروتمندتر از انسانهای زنده‌اند وارزش امامزاده‌ها بیشتر از کودک گرسنه است نه اندیشه‌ای رشد می‌کند ونه فقر نابود میشود,"""تنفر"""
1838,خانوم اسماعیلی مال جمشید خرمالو خوردن نداره,"""تنفر"""
1839,باید باشن آدمهای عاشق محترمی که زیبا زندگی کنن که عشق را به همه ما یاد آوری کنند باید باشند که عشق و محبت را فراموش نکنیم عشقتون و احترامتون جاودان,"""غیرتنفر"""
1840,اخه واقعا به هیچی فک نکردی بچه جوون ول کن و برگردتتلو فقط بکنتت وسیر که بشه شوتت میکنه,"""تنفر"""
1841,آخه این همه آدم چرا تتل حالا,"""تنفر"""
1842,بمونید واسه هم سادات خانوم,"""غیرتنفر"""
1843,دلی دوست دارم سحرجوناماجنگ ازطرف من نیست هم توهم میلیونها نفردیگه دیدن جنگ تحمیلیه سرد ونرمه با ویروس ازطرف مسئول وغیرمسئول,"""غیرتنفر"""
1844,وظیفه ما نیست که خطای دیگران را جستجو کنیم و دیگران را قضاوت کنیم,"""غیرتنفر"""
1845,شیر مادر و نان پدر حلالت چه مخی میزنی,"""غیرتنفر"""
1846,جالب اینکه اینها از طرف مسئولان بالادستی خیلی پر مغز و گیرا هستند,"""تنفر"""
1847,باپول‌های جمشید قاسم پور رفتی ترکیه,"""تنفر"""
1848,نگاش کن این حرومی رو پولای جمشید خرمالو رو برداشته رفته با تتلو عشق و حال,"""تنفر"""
1849,میدونستی منفورترین بازیگر زن در ایرانی البته فکر کنم قبلا رتبه دوم بودی بعد از ریحانه پارسا الان مفتخری به گرفتن رتبه یک عن‌ترین بازیگر زن ایران که هیچکی ازش خوشش نمیاد,"""تنفر"""
1850,آخرش رفتی دادی تتلو هاا,"""تنفر"""
1851,کجاش قشنگه اخه همه ریختین قشنگه قشنگه,"""تنفر"""
1852,پیج تتلو کی داره بفرست,"""غیرتنفر"""
1853,این چرا لباش عین کون مرغ کرده,"""تنفر"""
1854,ورودت به باند پول دزدا تبریک,"""تنفر"""
1855,ای جان به جفتتون فرشته قدر همشهری ما رو بدون روله,"""غیرتنفر"""
1856,آدم باید تو زندگیش یه دختر مو بلند داشته باشه,"""غیرتنفر"""
1857,بنظر من جفتتون در حد همدیگه هستید از نظر شخصیتمبارکه,"""تنفر"""
1858,این کیه باهاش عکس گرفته,"""غیرتنفر"""
1859,مبارک تتلو همینه دیگه پول همه کار میکنه,"""تنفر"""
1860,عنتر منترا فقط بخاطر فالوور دس به چه کارایی که نمیزنن,"""تنفر"""
1861,واقعا رفتی با اون اختاپوس دوس شدی,"""تنفر"""
1862,اره معلومه دوستش داری جایزه که واست جور میکنه تو جشنوارهکلی فیلم واست جورکرده که بازی کنی,"""تنفر"""
